daily_limit_mins,current_session_mins,total_usage_today,addiction_level,time_of_day_hr,scroll_velocity_avg,session_depth_pages,next_interval_mins,interruption_type_id
180,164,338,8,22,10.60827543920691,23,1,20
180,86,327,5,3,10.958688147685676,15,1,20
45,71,97,7,20,14.314813337361675,1,1,19
180,64,179,7,17,11.042305821854617,34,2,13
60,113,166,9,2,9.875673679936986,11,3,20
300,173,349,4,14,19.756949639101695,14,1,19
90,136,6,1,15,14.41169829947776,38,2,20
240,94,373,3,6,10.735128764851162,37,1,20
120,164,47,8,19,6.052748926951388,30,4,18
120,10,46,7,3,10.722019562677865,5,34,4
180,20,40,10,14,9.396825680677706,13,20,6
60,116,57,10,13,14.426054017233945,15,3,20
150,31,186,5,6,21.638510492790868,34,3,17
180,141,132,2,7,22.602056305840655,19,1,20
300,39,410,1,17,14.061527033127907,18,4,18
120,142,277,7,6,17.63579169075272,37,2,20
180,133,351,9,20,17.049651363961452,10,3,20
30,152,194,5,21,18.885504965274578,9,1,20
45,156,176,9,21,20.834061061011518,11,1,18
90,52,54,2,19,12.681624658781203,27,3,3
45,123,168,7,11,17.232201371689076,21,3,20
300,90,72,5,11,15.583188859241224,9,1,15
45,156,205,10,15,18.92355590049922,31,1,20
45,137,220,8,18,15.51097311438688,3,2,19
300,80,373,2,1,10.956021447732427,26,1,20
60,108,192,9,1,23.364441947455884,25,1,20
180,173,279,5,5,25.64370853703791,12,1,20
120,119,117,3,9,10.080368745867101,35,5,20
45,15,18,9,0,18.222673403943162,11,22,4
120,159,137,6,17,19.201919572658003,15,1,20
30,149,208,2,2,16.502665913141158,17,1,20
60,34,184,3,16,14.811258512269756,36,5,20
120,105,299,9,2,20.62926930359934,7,4,20
60,126,149,4,2,11.69541285824615,31,1,20
90,22,109,1,20,15.378687211072574,36,8,15
240,40,270,4,22,21.92208211810055,31,2,18
240,104,141,2,12,10.237858744196073,31,2,15
180,2,306,3,8,17.62077637250977,34,12,18
30,30,74,10,22,21.84860958100719,24,1,20
60,109,207,10,4,18.078789440754075,36,1,20
30,91,153,4,15,10.718968681821364,21,1,20
30,43,38,1,12,14.443862090212315,13,6,16
45,68,60,10,6,10.609590044383175,21,3,20
60,168,144,8,22,22.30153971205288,25,1,20
90,172,161,2,19,18.01833161186389,34,4,20
120,86,160,6,0,3.424301226639294,10,2,20
45,154,205,8,9,14.378161838288262,13,1,18
240,172,352,3,7,23.24016882719673,22,1,20
30,57,3,1,21,17.227888650626547,31,3,4
150,44,92,6,11,6.654648777722111,11,6,5
150,30,240,2,19,12.292490326633665,39,8,20
180,167,346,3,10,11.033844682543474,28,1,20
240,63,407,2,3,23.54129284224484,28,1,20
300,81,471,6,22,22.090274016220143,12,2,20
45,115,81,2,3,13.232663406278768,16,1,20
120,29,223,9,8,12.94150721028795,24,2,19
90,129,113,1,3,18.99585796239866,4,1,20
240,98,126,8,7,12.577242430944075,21,2,17
90,134,89,2,14,19.570782035132197,34,3,18
60,27,32,10,19,18.505899001365524,16,14,4
90,37,61,2,17,13.333964012917242,16,17,3
30,105,169,1,17,13.455863936321238,13,2,18
150,87,251,8,22,4.841536791068272,20,1,20
150,130,238,5,9,14.236784198613403,35,1,20
30,150,72,4,16,9.514552329657487,19,5,20
45,171,202,2,3,16.87552079018779,31,1,20
150,66,112,3,16,18.20543211768564,26,8,13
90,164,28,3,11,15.703494019982012,36,3,20
60,148,172,4,8,20.321190334540326,15,1,20
30,87,31,8,2,17.325549003647545,3,1,20
150,104,242,6,11,11.062204728896681,9,1,18
120,40,155,7,3,7.606124813053207,4,1,20
180,44,134,2,0,16.702761234588227,32,9,6
240,63,406,8,15,15.550047031691237,18,3,20
240,120,397,4,8,14.658072042936412,5,4,20
120,167,87,1,7,19.28882304822178,11,1,20
60,73,59,7,18,18.042846742246187,29,2,14
150,146,290,6,17,17.814212151760984,17,2,19
60,126,233,6,3,12.896336537524936,3,1,20
120,34,1,10,23,7.881321138783693,30,5,6
240,11,96,8,4,17.735625510443292,10,30,6
60,115,201,6,22,12.11674254176465,26,2,20
150,47,281,10,20,12.218705479440665,26,1,19
300,168,134,8,11,18.627159915859,21,3,20
45,178,97,9,19,11.426799966574785,13,2,20
60,110,220,8,21,14.143183488605533,15,3,19
300,18,8,3,8,11.759807045191902,35,39,3
90,122,14,7,9,11.361363933940218,24,2,18
120,72,271,6,5,22.692553489196996,3,1,19
45,152,211,1,17,10.78402148460017,14,1,18
90,81,7,6,4,20.441787634753155,7,1,17
240,2,48,4,4,9.994619538998577,29,49,4
300,118,452,9,5,15.43315330290648,39,3,19
180,2,163,4,3,9.05167000698509,10,50,3
150,39,181,8,23,13.188295077378337,5,1,20
150,7,206,4,17,15.430668615881203,18,12,17
90,97,46,1,6,15.421284432323933,12,2,14
150,146,228,6,21,14.996761856533862,2,3,20
120,128,85,5,0,20.302590524949302,30,3,20
45,124,105,6,1,22.382221505445504,27,2,20
300,168,350,3,1,27.120317487169856,4,1,20
120,14,253,2,9,19.192727157187996,21,11,19
180,153,274,5,20,15.341745217514536,15,1,20
120,42,23,3,18,18.26968545977935,11,14,5
30,125,195,7,4,16.609045982847416,17,2,20
60,46,152,4,12,13.849479037373372,18,3,20
60,72,82,4,13,19.369157731834154,10,1,18
150,92,155,4,5,6.6418279131670666,22,1,20
90,3,121,4,7,12.096047726021023,10,12,16
90,105,242,3,12,12.72904636809444,10,1,20
150,35,254,10,14,15.49566863332998,19,1,19
60,28,75,7,8,16.304365220585503,35,1,18
150,165,96,7,5,18.600333600668833,38,5,19
60,54,239,1,20,26.65208446923391,7,5,18
30,62,187,10,12,13.828720739164954,4,1,20
150,70,48,3,3,22.36768323604525,1,3,17
300,8,470,5,22,6.521931495453284,37,8,20
300,51,326,6,3,14.887924194841748,1,1,20
45,40,105,5,2,15.958690399225215,15,1,20
150,173,32,7,15,14.970894569856126,15,1,20
150,104,264,6,18,11.87390923644919,14,1,20
180,151,160,9,5,13.832230994765162,39,4,20
240,47,13,9,11,15.149022871461804,1,8,4
300,105,291,5,14,11.19404525215348,10,2,17
90,68,125,10,18,22.538691513078284,38,1,20
90,97,75,1,16,20.787883415455457,19,2,15
30,34,190,10,15,15.608347261242342,15,1,20
180,136,122,4,0,15.519907434884278,35,1,20
60,150,44,5,11,13.747122680175115,7,4,20
30,178,189,9,8,16.93930388949608,9,2,19
240,152,203,6,4,3.316412629405791,17,1,20
90,73,157,9,19,19.859599225447354,28,3,20
30,58,5,1,22,17.66755812909176,22,4,3
45,18,112,7,8,12.782586951815354,37,4,20
240,175,101,9,5,19.72619470672276,12,1,18
45,169,101,10,22,18.149559789057186,9,4,20
180,81,58,9,21,16.095673638153865,27,6,15
120,60,98,10,4,21.16682443709584,39,1,8
45,77,168,6,9,15.757363723082285,9,1,20
60,139,126,8,6,9.515013004643148,16,1,19
60,44,146,5,15,11.882676289897866,14,1,20
60,171,126,4,13,21.85192638370816,17,1,18
60,154,70,7,3,15.971426813294187,6,2,20
30,37,188,9,3,13.602965843125064,32,1,20
120,2,93,5,11,9.27418227337434,39,48,3
180,13,0,10,8,13.107663146100034,29,28,4
240,62,88,5,5,10.622422843651117,33,8,13
120,145,156,7,11,25.640242124385665,29,1,18
240,9,214,9,13,10.362279844014154,19,33,3
300,26,319,9,20,13.145807223740281,6,1,15
45,6,206,1,20,19.62327907662651,16,13,20
30,106,89,8,2,8.708471453259081,32,1,20
90,165,56,4,19,12.270413299194944,1,1,19
120,152,174,7,18,20.65193458492056,16,1,20
90,41,5,7,21,13.232073889139157,34,3,3
300,73,336,8,1,12.087586217796677,35,1,20
60,152,3,10,2,21.818797917590928,15,1,20
300,37,451,8,5,14.42765418284823,34,2,20
240,18,120,2,18,10.421711032148743,39,38,2
240,146,70,9,20,12.601015567006002,22,1,20
90,1,54,4,2,14.191564826350243,23,47,5
150,74,261,1,15,10.594468293943681,29,1,19
90,119,49,3,20,15.231661070641511,14,3,19
150,51,294,7,0,22.068154090133458,32,1,20
120,84,82,10,11,20.106025786714333,3,3,16
30,158,31,9,11,20.236249377106585,35,3,20
60,86,31,4,8,6.790339244481945,20,3,16
240,22,194,5,14,11.968026853780536,8,30,4
300,132,133,9,19,14.591284898172765,30,3,19
150,129,89,4,14,26.188039227236928,16,3,20
30,116,19,5,22,10.856891592559794,26,2,17
45,137,1,4,5,13.617434218356003,15,2,20
150,72,168,5,7,22.84629387567889,13,4,19
30,147,173,4,0,17.136583368858734,39,1,20
240,62,385,2,22,12.875975820984335,1,1,20
120,48,226,9,22,17.20342092400057,9,1,20
150,38,27,10,11,19.85338185659871,22,6,6
30,123,183,7,14,21.80790162394226,3,1,20
90,9,39,9,7,17.53023971619618,21,34,3
150,59,283,3,17,9.161494794089243,20,1,19
300,162,285,7,4,14.787063525411712,15,1,20
90,50,129,5,23,17.829115137027976,23,3,20
60,97,206,8,15,23.976068227092952,6,1,20
120,129,253,6,8,10.731150584889697,31,1,20
90,95,224,2,13,11.951233536088278,20,3,20
30,30,30,7,13,24.20683341020238,27,2,16
30,29,73,2,12,12.744900103261285,31,7,19
30,85,49,4,7,12.063568010237503,29,1,18
45,102,145,1,9,14.794750207445949,15,1,20
150,2,240,10,17,25.44207921759267,24,7,20
300,28,60,2,17,19.890163384305154,25,29,3
90,174,99,8,8,9.059929667640565,37,1,20
300,13,197,10,17,22.14263610939734,24,28,3
150,8,180,3,14,8.246419560994411,33,10,12
150,152,90,8,2,17.83036592359972,36,1,20
300,170,379,2,19,12.834284753766724,28,1,19
30,52,55,5,13,15.831787751864741,26,1,20
180,97,300,5,2,21.1940034337888,13,1,20
150,179,116,4,3,19.3771601906384,29,1,20
60,149,201,4,8,8.846599822731426,25,2,20
120,33,131,8,12,20.809592335662714,24,1,17
150,127,20,9,10,3.8713994210168536,33,1,19
60,84,34,3,3,19.822345416242683,14,1,16
180,20,135,10,10,10.604127153743843,7,20,6
240,54,18,8,3,21.16992444880152,24,2,8
90,128,122,3,16,27.569647098521312,35,1,20
90,148,168,1,21,17.05468399570433,9,1,20
180,44,10,2,15,15.152055739582654,25,11,2
240,10,76,2,14,23.160480859004913,31,45,2
150,152,113,10,19,19.058242438110952,21,4,19
45,24,188,4,6,18.222270264688124,13,7,20
240,137,322,10,18,12.915772143238868,15,3,20
45,118,192,7,7,21.501425384737562,16,1,20
180,101,151,6,23,15.258115826619312,21,1,20
180,69,252,4,6,16.195918338709742,16,1,20
45,34,172,5,0,15.311404684593956,19,2,20
45,80,10,7,11,14.112082180997847,7,5,16
45,88,200,7,9,17.319352588874516,6,2,20
150,175,295,4,16,13.13283074096567,7,3,20
150,61,251,5,21,20.141663174713706,23,3,18
30,18,108,5,5,20.581543498885566,24,5,20
120,177,83,7,8,16.827738915473212,19,2,20
300,13,183,1,13,12.205551581652283,26,44,4
30,158,154,1,5,14.921095571045024,23,2,19
60,17,88,7,18,11.722284237104681,6,3,20
120,126,258,9,22,13.237541543490947,23,1,20
120,113,160,10,19,11.377757175216601,30,1,20
300,160,97,10,15,13.839942494521642,33,4,20
120,112,272,6,15,9.194119783319223,20,2,20
180,174,210,3,13,18.60099738694527,19,1,19
240,131,275,1,7,9.565591089310303,25,1,19
30,36,209,2,17,19.52748188265812,27,6,20
120,117,23,1,15,12.867506242326026,3,3,17
150,89,55,6,0,12.69894707871205,29,4,17
60,49,211,8,18,18.61057855453893,9,2,18
150,127,200,5,12,17.373253730961686,14,1,19
240,113,104,7,11,16.795297378533586,10,3,18
150,101,44,8,4,3.560547991476172,34,1,20
60,115,56,10,12,12.617225296733409,6,1,18
120,110,138,6,20,13.57098217094163,9,3,20
60,59,100,5,2,25.83694889400251,11,2,20
90,143,64,1,4,8.777317219696855,34,1,20
300,163,240,2,17,20.06722808004837,5,4,20
45,163,122,5,6,21.764999684995278,19,2,20
45,82,73,2,13,18.817231629897897,14,3,20
30,176,94,5,8,21.63788702325474,31,1,20
300,139,186,6,10,12.951864004722465,33,2,20
120,6,164,9,21,11.68034869250988,32,4,18
150,33,10,1,15,6.513979397884826,30,26,3
180,22,158,9,11,11.77463588382004,27,20,4
90,113,137,6,6,25.597608927301195,2,1,20
120,78,67,2,8,12.883368894075014,34,5,15
150,121,209,1,18,12.096902490275347,29,3,20
240,43,108,2,18,19.65637300830953,11,15,3
45,71,14,5,3,11.17088482349656,37,1,15
240,59,122,8,4,11.207171537433336,9,4,7
240,143,398,4,9,13.587406037549199,10,1,18
240,116,408,3,13,10.913230886141456,1,1,19
30,72,160,3,21,21.073695052470597,17,2,20
30,3,64,6,13,10.506681177422436,28,7,20
60,101,151,9,20,10.417006678960211,32,1,20
30,63,187,9,0,22.999389125661423,9,1,20
300,110,150,4,11,19.178969113194935,16,1,17
240,86,236,1,10,18.01121763806103,5,3,14
120,147,161,10,5,18.50646290205336,38,1,20
240,43,243,9,3,18.81130436896651,27,1,20
45,74,195,1,15,25.692054837545285,22,1,20
150,31,211,9,13,9.60089284724237,27,1,19
240,21,283,5,9,15.07020272184786,12,7,15
60,121,143,9,6,21.316586076938002,14,1,19
300,104,210,6,5,16.405389125420125,39,3,18
90,52,21,8,23,16.467097920499636,12,1,6
180,82,143,3,18,16.135206320606972,36,1,12
60,16,210,3,7,18.180258051641772,1,8,19
150,161,191,1,6,19.1491492585354,28,1,20
240,104,380,4,17,12.061739911371314,32,2,20
45,105,86,6,12,12.571098456662561,39,1,20
45,140,209,10,1,17.22230930613404,20,1,20
30,26,50,1,9,13.334617255075303,15,9,20
30,84,110,7,14,9.591058583574378,9,2,19
300,144,397,6,22,9.99541975228619,33,1,20
240,82,257,6,13,17.168152916694286,31,2,19
240,125,1,7,8,21.934063284020738,19,3,20
240,139,51,5,15,16.816003781606955,21,1,20
240,41,418,6,15,15.637782651249474,25,1,20
45,15,14,7,8,12.635660614511048,2,32,3
150,101,199,9,1,16.721655655777635,1,2,20
30,130,68,7,6,15.108176125084018,1,1,19
150,18,129,3,9,15.106027748156926,21,36,4
150,110,284,7,2,21.071151485481046,17,1,20
240,98,332,9,11,12.125322872405624,1,1,19
60,41,131,7,4,14.62335784316496,9,2,20
240,148,396,8,12,13.97568330924747,11,1,20
180,175,349,2,10,10.383470003072983,4,1,20
90,118,254,4,4,11.674313982493787,35,1,20
45,176,167,8,8,19.962862684459637,19,1,19
60,123,121,6,6,7.662996621411626,35,1,18
90,5,79,6,2,19.41601905614638,15,43,6
30,147,182,3,11,16.014796773330342,3,2,20
150,109,132,7,22,13.190487750036665,4,1,18
60,57,202,3,3,4.110357076188782,36,1,20
240,81,160,8,3,15.818577222260913,6,4,19
120,56,56,2,19,14.521823919189357,37,4,6
240,105,101,10,7,6.295773955065487,11,1,19
45,42,8,2,15,11.939751283663965,13,14,4
90,124,1,2,9,16.37962477287698,18,3,19
240,134,184,1,7,17.744009997198443,28,1,19
45,143,18,10,21,13.982505598221804,24,3,20
30,78,21,2,7,12.709074787625784,29,6,12
45,45,67,10,4,16.33962350027664,6,2,20
240,52,58,7,16,15.022598567258973,36,6,8
45,136,204,8,11,19.297219519295744,5,1,20
30,1,198,4,19,18.080409129318458,25,8,20
300,147,93,6,9,8.84704458213335,29,1,20
90,126,53,8,17,10.55463529476441,25,2,20
90,165,182,3,20,7.170435210372192,18,1,20
120,18,81,9,15,3.059333862692956,5,24,5
240,92,396,10,20,14.6938078183845,2,2,19
300,79,233,7,3,18.060863821553465,15,2,16
30,16,4,1,21,10.628204298933815,19,41,4
60,48,27,10,0,2.1133087094217693,21,2,7
180,111,9,1,15,12.620618369285511,28,1,16
30,89,120,7,4,16.1720370689974,25,1,20
30,66,83,10,21,14.15382245765864,36,1,20
120,65,248,6,9,18.479192157171443,3,3,20
180,168,173,7,14,16.723111385110023,17,5,19
60,60,183,9,16,26.79519083434618,20,1,19
90,48,241,3,18,15.626334382187126,8,2,20
150,138,274,6,5,12.152207495779933,4,1,19
180,44,93,1,11,11.85924463726409,39,14,5
300,44,158,4,20,16.321748646398916,20,5,4
90,102,117,7,11,16.59010494912995,27,1,19
150,102,307,7,23,16.22194842546974,30,2,20
240,50,338,8,3,15.370582508997837,24,1,20
180,99,3,3,16,22.14032100120113,20,2,16
150,6,100,3,17,21.968836561050892,19,46,2
60,106,217,9,19,12.058876000378827,1,1,20
300,2,324,2,23,9.207389431627755,8,9,13
300,146,172,8,2,17.779492479810393,20,2,20
90,103,46,1,1,16.340451423151627,16,1,18
30,99,67,4,15,20.106732919735588,22,1,20
240,56,357,8,1,25.5828031123347,27,1,20
150,67,86,5,20,19.098548990479884,32,6,13
300,154,326,7,19,16.35781025182294,12,1,20
90,49,46,5,20,8.454820339157699,7,7,4
180,73,268,5,20,18.757650993598947,34,1,20
120,152,11,5,10,14.618548481431176,15,3,19
300,131,43,4,11,13.96212350738098,32,2,20
45,93,59,10,6,22.410440912258263,14,3,20
120,68,70,6,13,13.234646792165053,4,5,13
180,83,129,2,10,8.82429722745408,36,3,14
180,11,250,6,5,17.162321286406755,29,10,18
120,89,3,1,5,12.456302754225039,24,2,13
120,139,18,8,20,17.392708910459245,13,2,20
180,74,248,7,2,4.816006993153774,14,1,20
30,61,164,10,4,11.770565491413752,25,1,20
150,42,316,3,10,14.937025756818986,30,3,19
30,74,67,3,4,16.17382433763223,4,3,20
240,160,259,4,15,12.899983244880394,24,2,20
180,96,304,9,3,17.26872800315654,2,1,20
60,154,125,5,15,8.464891759872637,22,2,19
30,73,27,7,23,20.245462681901074,24,1,17
90,131,42,7,1,13.66866452188286,23,1,20
60,34,115,5,9,12.915112171277672,32,6,20
45,157,160,10,11,20.87098362708125,38,3,20
60,97,190,6,18,21.815286403482382,19,1,20
300,109,391,9,22,16.95520260153591,24,1,18
180,132,202,10,21,5.266480279939163,16,2,20
120,44,221,7,18,18.651590671068387,11,1,20
240,62,18,2,2,13.191491657305153,34,4,12
120,77,41,7,16,6.47502560688023,38,1,13
300,103,292,10,11,18.25381901999891,23,2,17
45,36,207,8,18,10.943118794849987,27,3,20
150,129,306,9,18,13.882646985179813,4,2,19
180,147,348,10,20,14.5948976460236,14,1,20
60,8,162,2,0,17.7291024247252,26,10,20
240,158,400,10,2,11.164801419646484,24,1,20
45,45,125,5,5,15.864675573436934,2,1,19
150,166,123,4,11,25.35343048657756,1,1,20
45,76,60,6,17,15.033782282700603,3,2,18
120,60,167,9,18,17.930530850284182,27,1,20
240,105,336,3,21,17.060443778303743,8,1,20
120,144,50,7,9,14.300089882181263,30,3,20
30,98,102,8,18,6.924436892666991,35,1,20
240,144,344,5,16,21.513053152741275,23,4,20
240,165,74,2,3,18.01391075262385,16,1,20
120,83,141,8,6,14.9210526366492,15,2,18
300,87,54,9,19,17.95535075122091,38,3,16
45,141,105,3,7,16.940812376757346,36,2,20
45,64,146,6,8,30.81483239421608,11,2,20
90,134,220,2,11,12.282704494279601,19,1,20
180,106,123,8,22,15.536364128379521,24,2,18
240,24,303,4,17,18.798432583548315,13,9,16
180,67,6,5,6,7.403571293667296,31,6,14
240,141,129,10,0,14.399417798801833,8,1,20
180,162,22,3,1,10.227309765481309,6,1,20
45,126,115,5,14,14.012207968824452,34,2,20
30,100,43,2,8,9.527281597932609,21,1,20
90,51,200,8,7,18.563441428571565,2,2,20
45,156,82,9,14,21.6180383632613,1,1,20
300,1,146,6,17,28.127349593588736,6,47,3
150,137,88,7,9,14.230690501771699,29,1,18
240,46,106,5,15,14.954460087640118,35,7,4
120,178,247,2,15,16.049559173284898,1,1,20
150,11,30,10,1,11.125519664091467,13,27,4
180,97,348,1,13,16.250184647279095,13,1,20
60,10,226,1,6,7.682892271147551,30,12,18
120,106,124,5,18,15.339218317276648,20,1,19
150,78,119,2,13,22.627895144522114,18,4,15
150,107,310,6,7,9.435171567002694,38,3,20
90,69,211,10,2,13.501937188838234,22,2,20
60,1,8,2,23,14.039343380054461,19,55,3
90,70,211,6,15,22.00826023893245,4,1,20
300,155,231,3,19,28.20041402530337,16,1,19
120,127,66,9,16,11.829675626533326,27,5,20
150,103,313,5,14,17.992984408682783,21,3,20
45,109,0,9,11,19.518704925756712,5,2,20
150,133,102,7,9,9.85352773891936,20,1,20
60,107,229,3,8,18.15940108303,30,2,20
120,174,114,2,23,22.77612411878073,10,1,20
240,50,291,8,17,22.966844167801217,38,1,20
90,110,269,5,1,25.797858911685,10,1,20
300,109,448,6,20,8.036819460209696,36,1,20
180,54,101,2,6,21.39217451046538,37,2,7
45,27,96,1,18,12.234171947277094,19,8,19
120,156,282,8,9,14.230344354377944,31,3,19
45,147,163,4,0,9.28838948958957,27,1,20
180,82,200,4,18,19.722977482851626,12,2,20
180,84,27,9,6,15.729905547316012,11,2,16
120,11,178,1,5,16.64738799677789,38,11,15
90,106,197,9,22,16.84564494899175,11,2,19
240,135,216,8,12,13.911427481781637,14,1,20
60,42,122,4,8,6.455848987108162,4,4,20
45,169,11,9,4,24.338113362330613,5,2,20
45,81,9,5,2,11.213452906572435,25,1,15
150,98,105,8,23,10.488357747691719,33,1,18
45,167,35,2,4,3.2258959888038525,1,2,20
45,113,5,1,22,19.58886036722253,6,2,15
90,161,260,2,2,13.590665648344668,33,1,20
180,165,215,8,12,24.207219024700667,36,2,20
120,4,46,4,5,15.493442750344965,38,46,2
45,93,179,4,8,17.659387990499496,33,2,20
180,170,352,8,6,9.318718664874698,7,3,20
300,116,325,7,10,17.56659279861606,7,2,20
45,42,123,1,2,19.420762476485134,32,2,20
30,68,110,8,16,8.944805779188403,6,2,20
150,168,131,8,13,16.130960971120327,2,5,19
150,36,101,9,15,16.87770300616951,21,5,6
240,98,412,8,6,11.155183762629179,30,1,20
120,112,194,8,11,13.647968087710895,13,1,20
45,34,146,5,23,22.45406933295574,34,1,20
90,154,242,10,1,14.340183755158606,32,3,20
180,116,296,3,2,14.596382909935306,1,1,20
180,76,168,2,4,16.11499882058723,10,3,14
150,113,93,8,22,16.15817601646885,7,3,20
180,133,219,10,12,17.053411294292648,17,2,20
180,57,14,4,10,19.79477137482733,5,3,4
120,56,101,9,22,24.090508800541116,30,4,5
60,159,6,4,22,15.373536169264359,38,3,20
150,117,10,8,9,21.482743665639873,18,3,18
120,18,196,6,11,17.33866643499643,30,5,19
30,55,65,2,6,11.193006904037627,9,2,20
60,27,138,1,20,13.924375035562242,29,8,20
180,46,10,3,1,11.527196576308574,20,8,6
90,57,110,10,7,18.411851223530096,8,3,19
60,107,181,6,21,16.828762035569675,7,1,20
300,171,71,8,7,14.448797263162415,31,1,20
45,96,94,1,17,9.135339369017537,4,2,20
90,117,223,5,8,21.725996430964127,33,1,19
300,162,285,9,20,21.040695464021255,38,1,20
120,96,232,7,21,17.86499110633701,10,2,20
150,166,295,2,15,21.7432415249761,11,1,20
120,27,138,2,10,28.927675302111005,13,7,14
120,79,95,7,17,14.938269045343953,28,3,16
150,43,202,8,4,13.286031340807336,9,3,20
150,173,164,5,22,13.784217121899244,32,1,20
30,171,63,10,12,19.793727544954145,38,1,20
300,118,454,5,10,15.497999831208837,33,1,20
180,16,182,8,23,14.331840252040703,32,1,18
300,12,265,1,12,13.99555697319585,31,45,3
60,19,223,3,4,18.287155406309797,23,6,20
60,30,229,5,0,9.759996449333974,32,1,20
90,137,205,8,19,18.628038935117708,38,1,20
45,6,130,8,12,18.069623600863977,29,6,20
45,78,146,5,9,14.016111806489096,36,2,20
60,4,88,10,9,11.975212406388419,9,3,19
150,108,103,5,6,15.845688561799895,37,2,18
150,21,215,9,11,13.087889107868884,29,2,20
240,168,29,10,20,22.543834329164813,13,2,20
45,128,21,9,3,17.104575291015397,31,2,20
45,154,116,9,15,7.453250275957965,24,1,20
300,149,268,4,1,24.95918059837978,32,2,20
300,77,430,5,8,13.154332133477737,12,2,20
120,167,125,1,23,21.943898822078943,29,1,20
90,8,130,3,17,21.317945020448917,36,11,17
120,101,212,1,9,13.798373258017255,39,1,20
180,157,172,9,22,13.995021518008333,26,2,20
90,14,265,9,6,20.29024698434198,35,4,20
60,151,65,9,22,17.514898492780567,32,2,20
300,10,328,8,16,19.54680386443156,35,5,16
180,144,32,2,20,25.906766390965274,31,3,20
300,139,371,9,18,8.250825780873338,11,1,20
45,32,202,10,13,19.724175260425753,22,1,18
150,125,181,4,23,27.270364182798012,5,2,20
150,99,184,8,17,20.495762092913537,38,1,20
240,158,261,7,18,11.803583508815475,23,1,19
60,40,156,7,7,11.509098933137754,14,1,18
150,29,275,4,16,27.678718272265733,9,4,20
30,86,72,1,10,25.3292060976725,22,1,20
180,131,329,3,10,27.520182530037548,21,1,19
150,92,47,4,14,9.517066632721015,38,4,14
30,16,203,5,4,14.928720479386133,3,5,20
180,173,182,8,23,13.286486671186962,5,1,20
120,33,109,1,22,12.688414430907066,38,24,5
30,26,77,10,18,9.628887565691876,12,1,20
240,145,48,5,14,7.666593333562007,9,1,20
45,134,76,10,3,19.17216751581606,26,1,20
30,27,41,3,17,12.082253586862876,22,5,19
180,43,356,7,14,9.799774349355392,14,2,20
120,57,16,9,11,6.013468304827802,20,4,4
150,25,76,9,4,10.886301757695268,29,16,6
300,14,197,10,10,20.198782081543897,32,26,4
90,58,6,1,10,13.370698515167495,13,4,5
300,72,221,8,5,21.055051962123763,11,3,15
45,49,36,2,3,25.223508730021955,14,6,6
240,67,193,2,21,14.665100032399694,26,6,14
180,47,110,3,21,15.0987296923392,34,7,4
90,161,107,3,2,17.855552782167475,36,4,20
60,158,224,2,17,17.69315769662831,25,2,20
150,166,216,3,17,18.483065082127478,3,1,18
45,160,97,7,22,14.075615213783255,8,1,20
90,70,21,7,2,10.245411867868144,28,1,16
60,134,114,6,12,18.28886922707883,14,1,19
300,38,340,1,6,11.582384835103456,29,7,15
90,97,52,3,4,23.884076763816708,19,2,17
150,168,153,7,17,12.235957825140538,27,1,19
180,85,191,5,6,15.289252839299493,36,1,20
45,95,29,3,14,26.02716790603903,16,5,15
120,145,271,10,5,16.17307570482666,3,2,20
300,24,287,9,17,17.874091586213034,24,16,5
180,44,21,6,8,25.863478435459925,32,5,4
60,80,60,4,9,17.779052342967518,15,1,20
150,155,136,8,20,17.88689136460454,21,2,20
90,156,12,5,1,20.329954056717877,15,1,20
45,16,23,7,20,20.97240060460657,8,31,2
150,40,163,1,20,15.226486869383816,7,4,15
60,40,117,9,14,14.506063912324187,5,1,19
180,168,122,1,23,18.595178250486207,2,1,20
30,56,30,9,0,21.881085084964415,21,2,20
120,78,46,4,21,10.521567785606601,33,3,14
120,137,64,2,5,9.55541982338713,19,2,20
90,95,232,6,15,16.009064313190574,33,1,18
300,137,52,3,2,10.294768756988535,11,1,20
150,152,267,8,9,12.779464353870493,3,1,18
240,17,163,8,11,7.459915275299778,22,27,6
90,101,120,3,2,19.804263618087553,16,2,20
90,116,73,2,6,14.497276241687766,24,3,15
180,103,206,5,12,11.083368125065329,32,2,20
180,173,199,2,14,14.023614607207064,7,1,20
90,125,88,5,2,5.097501189093752,30,2,20
150,91,197,4,20,9.319848248985753,39,1,19
60,26,83,4,13,17.906479551348404,3,7,18
300,77,249,2,19,13.526866840895675,13,5,13
150,29,24,8,14,15.96721240022928,1,17,4
60,21,122,1,13,14.839703061527485,32,9,20
30,108,189,2,13,18.522398993823415,17,1,20
90,176,251,6,13,16.416018657528305,14,3,19
120,109,154,8,22,16.66509782850403,20,1,20
300,137,177,4,21,18.583628326662378,13,3,20
150,135,79,10,1,27.96784463440029,19,1,20
240,43,161,8,8,18.7300285014204,29,6,4
240,136,272,5,2,19.679771049604124,7,1,20
30,88,123,4,17,15.188460642017102,13,2,20
300,119,9,2,17,6.968382633866835,35,3,16
180,82,176,8,22,18.748501380272323,15,2,16
150,76,176,5,7,23.849676018804548,30,1,20
120,56,18,7,20,17.266237427097636,12,3,5
45,69,202,6,14,12.54805284676435,13,1,20
90,68,77,5,20,19.926875403277993,35,4,12
300,146,50,7,0,10.06104037679994,30,1,20
